ra,ano,fase_original,fase,fase_ideal_original,fase_ideal,idade,flag_idade_formato_excel,ano_nascimento,genero,ano_ingresso,tipo_instituicao,ian,ida,ieg,iaa,ips,ipp,ipv,flag_ipp_ausencia_estrutural,nota_matematica,nota_portugues,nota_ingles,quantidade_avaliacoes,avaliadores_preenchidos,defasagem,defasagem_calculada,classe_defasagem,inde_original,inde,motivo_inde_ausente,pedra_original,pedra,flag_defasagem_inconsistente,flag_iaa_zero,flag_ieg_zero,flag_ieg_zero_ida_ausente,flag_ingles_ausente_fase_0_2,flag_quantidade_avaliacoes_divergente,flag_conflito_ano_nascimento,flag_conflito_ano_ingresso,flag_conflito_genero,flag_ian_fora_escala,flag_ida_fora_escala,flag_ieg_fora_escala,flag_iaa_fora_escala,flag_ips_fora_escala,flag_ipp_fora_escala,flag_ipv_fora_escala
RA-877,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Masculino,2023,Pública,5.0,6.9,9.5,9.5,7.52,5.0,7.5,False,7.5,6.2,,2.0,2,-1,-1,Moderada,7.4722,7.4722,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-878,2023,ALFA,0,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2023,Pública,5.0,8.1,9.5,0.0,2.52,5.0,7.34,False,8.0,8.2,,2.0,2,-2,-2,Moderada,6.24,6.24,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-878,2024,1B,1,Fase 2 (5° e 6° ano),2,11.0,False,2013,Masculino,2023,Pública,5.0,6.75,6.1363636360000005,9.002,4.38,7.1875,6.996666667,False,6.0,7.5,,3.0,3,-1,-1,Moderada,6.5335560606000005,6.5335560606000005,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-879,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,True,2014,Feminino,2023,Pública,5.0,8.2,9.8,0.0,2.52,6.875,8.915,False,8.2,8.2,,2.0,2,-1,-1,Moderada,6.8225,6.8225,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-879,2024,1A,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Feminino,2023,Pública,5.0,8.5,9.090909091,9.502,6.26,7.8125,8.67,False,8.0,9.0,,3.0,3,-1,-1,Moderada,8.1096318182,8.1096318182,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-88,2022,5,5,Fase 7 (3º EM),7,17.0,False,2005,Masculino,2021,Escola Pública,5.0,6.5,9.2,7.1,5.6,,9.208,True,6.8,6.2,6.4,4.0,4,-2,-2,Moderada,7.498,7.498,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-88,2023,FASE 8,8,Fase 8 (Universitários),8,18.0,False,2005,Masculino,2021,Privada - Pagamento por *Empresa Parceira,10.0,,,,,,,False,,,,,0,0,0,Em fase,,,celula_vazia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-88,2024,8E,8,Fase 8 (Universitários),8,19.0,False,2005,Masculino,2021,Privada *Parcerias com Bolsa 100%,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
RA-880,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,False,2015,Feminino,2023,Pública,10.0,6.3,9.4,0.0,2.52,6.25,8.585,False,6.3,6.2,,2.0,2,0,0,Em fase,6.724,6.724,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-880,2024,ALFA,0,Fase 1 (3° e 4° ano),1,8.0,False,2015,Feminino,2023,Pública,5.0,6.5,8.445652174,9.502,2.51,7.1875,7.22,False,7.5,5.5,,3.0,3,-1,-1,Moderada,6.853080434800001,6.853080434800001,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-881,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Masculino,2023,Pública,10.0,7.3,8.9,10.0,7.52,5.0,6.25,False,7.5,7.0,,2.0,2,0,0,Em fase,7.7322,7.7322,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-882,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Feminino,2023,Pública,10.0,4.7,8.6,9.0,2.52,3.75,4.16,False,4.8,4.5,,2.0,2,0,0,Em fase,6.0092,6.0092,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-883,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Feminino,2023,Pública,10.0,8.4,9.7,9.5,6.89,6.25,8.17,False,8.0,8.7,,2.0,2,0,0,Em fase,8.5082,8.5082,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-884,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,True,2015,Feminino,2023,Pública,10.0,8.8,9.7,9.0,4.39,6.875,8.66,False,8.4,9.2,,2.0,2,0,0,Em fase,8.4587,8.4587,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-884,2024,ALFA,0,Fase 1 (3° e 4° ano),1,8.0,False,2015,Feminino,2023,Pública,5.0,8.75,8.818181818,10.002,6.26,7.5,8.223333333,False,10.0,7.5,,3.0,3,-1,-1,Moderada,8.0345030302,8.0345030302,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-885,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,False,2015,Masculino,2023,Pública,10.0,8.7,9.8,9.0,7.52,7.5,8.665,False,8.5,8.8,,2.0,2,0,0,Em fase,8.8252,8.8252,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-885,2024,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2023,Pública,5.0,8.5,10.0,8.502,7.51,7.5,8.28,False,10.0,7.0,,3.0,3,-1,-1,Moderada,8.2072,8.2072,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-886,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,True,2016,Feminino,2023,Pública,10.0,8.1,9.4,8.5,7.52,7.5,9.0,False,7.6,8.5,,2.0,2,0,0,Em fase,8.6422,8.6422,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-886,2024,ALFA,0,Fase 1 (3° e 4° ano),1,8.0,False,2016,Feminino,2023,Pública,5.0,8.75,10.0,9.502,8.13,7.5,8.28,False,9.0,8.5,,3.0,3,-1,-1,Moderada,8.419200000000002,8.419200000000002,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-887,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Masculino,2023,Pública,10.0,8.4,8.9,8.9,7.52,7.5,9.09,False,7.8,9.0,,2.0,2,0,0,Em fase,8.6718,8.6718,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-888,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,True,2016,Masculino,2023,Pública,10.0,8.8,10.0,9.0,7.52,7.5,8.83,False,8.2,9.3,,2.0,2,0,0,Em fase,8.9182,8.9182,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-888,2024,ALFA,0,Fase 1 (3° e 4° ano),1,8.0,False,2016,Masculino,2023,Pública,5.0,8.5,10.0,9.002,6.88,7.5,8.28,False,9.0,8.0,,3.0,3,-1,-1,Moderada,8.1942,8.1942,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-889,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Masculino,2023,Pública,10.0,9.1,9.5,8.5,6.89,7.5,9.0,False,8.7,9.5,,2.0,2,0,0,Em fase,8.8092,8.8092,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-889,2024,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2023,Pública,5.0,9.75,9.2954545455,8.502,6.26,7.5,8.28,False,10.0,9.5,,3.0,3,-1,-1,Moderada,8.191290909100001,8.191290909100001,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-89,2022,5,5,Fase 6 (2º EM),6,16.0,False,2006,Masculino,2021,Escola Pública,5.0,5.9,7.8,9.6,7.5,,8.0,True,7.5,5.7,4.7,4.0,4,-1,-1,Moderada,7.323,7.323,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-89,2023,FASE 6,6,Fase 7 (3° EM),7,17.0,False,2006,Masculino,2021,Pública,5.0,5.1,8.1,8.3,5.0,7.34375,7.465,False,6.3,2.3,6.7,4.0,4,-1,-1,Moderada,6.700775,6.700775,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-890,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Masculino,2023,Pública,10.0,8.3,9.1,0.0,2.52,6.25,8.16,False,8.0,8.6,,2.0,2,0,0,Em fase,6.989,6.989,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-891,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,True,2014,Feminino,2023,Pública,5.0,7.5,9.5,9.5,6.89,7.5,7.995,False,6.2,8.8,,2.0,2,-1,-1,Moderada,7.8882,7.8882,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-891,2024,ALFA,0,Fase 1 (3° e 4° ano),1,10.0,False,2014,Feminino,2023,Pública,5.0,8.75,9.0454545455,10.002,6.26,7.5,8.003333333,False,10.0,7.5,,3.0,3,-1,-1,Moderada,8.035957575700001,8.035957575700001,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-892,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Masculino,2023,Pública,10.0,8.3,9.6,8.0,6.89,7.5,10.01,False,8.5,8.0,,2.0,2,0,0,Em fase,8.8112,8.8112,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
RA-892,2024,1C,1,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2023,Pública,10.0,8.75,10.0,8.002,7.51,8.125,7.92,False,10.0,7.5,,2.0,2,0,0,Em fase,8.697700000000001,8.697700000000001,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-893,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,True,2014,Masculino,2023,Pública,5.0,9.3,10.0,9.5,7.52,7.5,10.01,False,9.5,9.0,,2.0,2,-1,-1,Moderada,8.8042,8.8042,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
RA-893,2024,1B,1,Fase 1 (3° e 4° ano),1,10.0,False,2014,Masculino,2023,Pública,10.0,9.25,10.0,9.002,7.51,8.125,7.886666667,False,10.0,8.5,,3.0,3,0,0,Em fase,8.8910333334,8.8910333334,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-894,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2014,Feminino,2023,Pública,5.0,9.4,9.9,9.5,7.52,7.5,10.01,False,9.3,9.5,,2.0,2,-1,-1,Moderada,8.8142,8.8142,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
RA-894,2024,1C,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Feminino,2023,Pública,5.0,9.5,10.0,10.002,7.51,8.4375,8.42,False,9.0,10.0,,2.0,2,-1,-1,Moderada,8.67895,8.67895,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-895,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Feminino,2023,Pública,10.0,6.8,9.5,9.5,7.52,6.875,9.5,False,6.8,6.7,,2.0,2,0,0,Em fase,8.5397,8.5397,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-895,2024,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2015,Feminino,2023,Pública,5.0,9.5,9.5454545455,9.502,6.26,7.5,8.113333333,False,10.0,9.0,,3.0,3,-1,-1,Moderada,8.2579575757,8.2579575757,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-896,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,False,2015,Masculino,2023,Pública,10.0,8.5,10.0,9.5,6.89,7.5,10.01,False,9.0,8.0,,2.0,2,0,0,Em fase,9.0912,9.0912,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
RA-896,2024,1C,1,Fase 1 (3° e 4° ano),1,8.0,False,2015,Masculino,2023,Pública,10.0,6.5,9.7727272725,8.502,7.51,8.125,8.085,False,6.5,6.5,,2.0,2,0,0,Em fase,8.2852454545,8.2852454545,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-897,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,True,2014,Masculino,2023,Pública,5.0,6.5,8.1,0.0,7.52,6.5625,3.32,False,7.2,5.7,,2.0,2,-1,-1,Moderada,5.48225,5.48225,nao_ausente,Quartzo,Quartzo,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-897,2024,ALFA,0,Fase 1 (3° e 4° ano),1,10.0,False,2014,Masculino,2023,Pública,5.0,6.0,2.7525252525,7.002,2.51,6.875,6.66,False,5.5,6.5,,2.0,2,-1,-1,Moderada,5.2212050505,5.2212050505,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-898,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,True,2014,Masculino,2023,Pública,5.0,9.4,9.8,9.0,3.77,8.125,10.01,False,9.7,9.0,,2.0,2,-1,-1,Moderada,8.4217,8.4217,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
RA-898,2024,1B,1,Fase 2 (5° e 6° ano),2,10.0,False,2014,Masculino,2023,Pública,5.0,7.5,10.0,6.418,7.51,7.5,8.616666667,False,9.0,6.0,,3.0,3,-1,-1,Moderada,7.8661333334000005,7.8661333334000005,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-899,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Masculino,2023,Pública,10.0,9.5,9.8,10.0,3.77,7.5,9.34,False,9.3,9.6,,2.0,2,0,0,Em fase,8.8452,8.8452,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-899,2024,1B,1,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2023,Pública,10.0,8.25,9.1007905135,10.002,5.635,8.125,7.893333333,False,8.0,8.5,,3.0,3,0,0,Em fase,8.425024769300002,8.425024769300002,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-9,2022,7,7,Fase 8 (Universitários),8,18.0,False,2004,Feminino,2019,Escola Pública,5.0,6.7,9.5,8.8,7.5,,9.5,True,5.5,6.0,8.7,4.0,4,-1,-1,Moderada,8.109,8.109,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-90,2022,5,5,Fase 3 (7º e 8º ano),3,13.0,False,2009,Feminino,2019,Rede Decisão,10.0,8.5,9.7,10.0,9.4,,9.75,True,7.7,8.0,9.8,4.0,4,2,2,Em fase,9.442,9.442,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-90,2023,FASE 5,5,Fase 4 (9° ano),4,14.0,False,2009,Feminino,2019,Privada - Programa de Apadrinhamento,10.0,7.7,9.6,10.0,7.52,8.59375,8.1725,False,6.7,6.8,9.5,4.0,4,1,1,Em fase,8.699408333,8.699408333,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-90,2024,7E,7,Fase 5 (1° EM),5,15.0,False,2009,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,8.066666666666666,9.0,10.002,6.885,7.5,7.5,False,7.7,8.3,8.2,0.0,0,2,2,Em fase,8.352033333333335,8.352033333333335,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
RA-900,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Feminino,2023,Pública,10.0,7.8,9.8,9.0,9.38,8.125,8.67,False,8.0,7.5,,2.0,2,0,0,Em fase,8.8947,8.8947,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-900,2024,1B,1,Fase 1 (3° e 4° ano),1,9.0,False,2015,Feminino,2023,Pública,10.0,8.5,9.318181818,9.002,8.13,8.125,8.563333333,False,8.0,9.0,,3.0,3,0,0,Em fase,8.802003030200002,8.802003030200002,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-901,2023,ALFA,0,Fase 2 (5° e 6° ano),2,10.0,False,2012,Masculino,2023,Pública,5.0,7.5,8.7,8.5,3.77,6.25,8.595,False,7.7,7.3,,2.0,2,-2,-2,Moderada,7.3112,7.3112,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-902,2023,ALFA,0,Fase 3 (7° e 8° ano),3,12.0,False,2011,Masculino,2023,Pública,2.5,3.9,9.3,10.0,2.52,5.3125,6.5,False,4.5,3.3,,2.0,2,-3,-3,Severa,5.97345,5.97345,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-903,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Feminino,2023,Pública,10.0,7.8,9.6,10.0,5.02,7.5,9.01,False,7.7,7.8,,2.0,2,0,0,Em fase,8.5242,8.5242,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-903,2024,1B,1,Fase 1 (3° e 4° ano),1,9.0,False,2015,Feminino,2023,Pública,10.0,5.0,9.7727272725,10.002,7.505,7.8125,7.946666667,False,6.0,4.0,,3.0,3,0,0,Em fase,8.0758287879,8.0758287879,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-904,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0,True,2016,Feminino,2023,Pública,10.0,6.4,9.3,9.0,7.52,7.8125,7.836666667,False,6.0,6.8,,2.0,2,0,0,Em fase,8.140783333,8.140783333,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-904,2024,ALFA,0,Fase 1 (3° e 4° ano),1,8.0,False,2016,Feminino,2023,Pública,5.0,6.0,8.75,9.502,7.51,7.5,8.67,False,6.0,6.0,,3.0,3,-1,-1,Moderada,7.6352,7.6352,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-905,2023,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2013,Masculino,2023,Pública,5.0,8.3,9.4,9.5,7.52,6.875,7.056666667,False,7.5,9.0,,2.0,2,-1,-1,Moderada,7.831033333,7.831033333,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-905,2024,ALFA,0,Fase 2 (5° e 6° ano),2,10.0,False,2013,Masculino,2023,Pública,5.0,3.0,7.7794117645,9.002,7.51,6.875,6.99,False,2.0,4.0,,2.0,2,-2,-2,Moderada,6.3925823529,6.3925823529,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-906,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Masculino,2023,Pública,10.0,8.6,9.2,7.5,7.52,7.5,6.95,False,7.7,9.4,,2.0,2,0,0,Em fase,8.1922,8.1922,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-907,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Feminino,2023,Privada,10.0,9.3,9.6,9.5,7.52,8.125,8.336666667,False,9.2,9.4,,2.0,2,0,0,Em fase,8.962033333,8.962033333,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-907,2024,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2015,Feminino,2023,Privada,5.0,8.75,8.9444444445,9.002,7.51,7.5,7.5,False,10.0,7.5,,2.0,2,-1,-1,Moderada,7.9400888889,7.9400888889,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-908,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,True,2015,Feminino,2023,Pública,10.0,7.9,9.0,9.0,7.52,8.125,8.223333333,False,6.7,9.0,,2.0,2,0,0,Em fase,8.479366667,8.479366667,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-908,2024,ALFA,0,Fase 1 (3° e 4° ano),1,9.0,False,2015,Feminino,2023,Pública,5.0,4.75,8.14171123,8.502,7.51,7.1875,6.83,False,3.0,6.5,,2.0,2,-1,-1,Moderada,6.764292246,6.764292246,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-909,2023,ALFA,0,Fase 2 (5° e 6° ano),2,10.0,False,2013,Feminino,2023,Pública,5.0,9.2,9.9,10.0,7.52,8.125,8.056666667,False,9.1,9.2,,2.0,2,-2,-2,Moderada,8.486033333,8.486033333,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-909,2024,ALFA,0,Fase 2 (5° e 6° ano),2,11.0,False,2013,Feminino,2023,Pública,5.0,8.25,8.1666666665,10.002,7.51,6.875,7.5,False,10.0,6.5,,2.0,2,-2,-2,Moderada,7.722033333300001,7.722033333300001,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
RA-91,2022,5,5,Fase 6 (2º EM),6,16.0,False,2006,Feminino,2016,Rede Decisão,5.0,6.6,5.7,9.2,5.6,,7.125,True,5.5,5.7,8.5,4.0,4,-1,-1,Moderada,6.645,6.645,nao_ausente,Ágata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-91,2023,FASE 6,6,Fase 7 (3° EM),7,17.0,True,2006,Feminino,2016,Privada - Programa de Apadrinhamento,5.0,7.4,7.4,10.0,6.89,7.8125,7.4675,False,9.5,5.0,7.7,4.0,4,-1,-1,Moderada,7.42395,7.42395,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-91,2024,6L,6,Fase 7 (3° EM),7,18.0,False,2006,Feminino,2021,Privada - Programa de Apadrinhamento,5.0,7.333333333333333,7.476190476333334,10.002,5.635,7.875,8.068,False,9.0,4.0,9.0,5.0,5,-1,-1,Moderada,7.426704761933335,7.426704761933335,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
RA-910,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0,False,2015,Masculino,2023,Pública,10.0,8.9,8.8,0.0,7.52,8.75,8.17,False,8.8,9.0,,2.0,2,0,0,Em fase,7.801,7.801,nao_ausente,Ametista,Ametista,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-910,2024,1G,1,Fase 1 (3° e 4° ano),1,9.0,False,2015,Masculino,2023,Pública,10.0,7.5,8.674242424500001,8.502,7.51,7.916666667,7.443333333,False,9.0,6.0,,3.0,3,0,0,Em fase,8.1163818182,8.1163818182,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-911,2023,ALFA,0,Fase 2 (5° e 6° ano),2,11.0,False,2012,Masculino,2023,Pública,5.0,3.4,6.7,9.0,2.52,5.3125,7.01,False,3.7,3.0,,2.0,2,-2,-2,Moderada,5.59545,5.59545,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
